Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
Zayakedar,North Indian,250," Bellandur, Bangalore",4.1,267.0,3.9,571.0,https://www.zomato.com/bangalore/zayakedar-bellandur,"18/1C, Near Trinity Meadows, Bellandur Main Road, Bellandur, Bangalore",9.17E+11,12.92269632,77.6744315
Sai Foods,"North Indian, Chinese, Fast Food, Street Food, Beverages, Desserts",400," Brookefield, Bangalore",4.1,183.0,4.0,382.0,https://www.zomato.com/bangalore/sai-foods-brookefield,"39/4, JSR Pearl Complex, Arvind Avenue, Kundalahalli Gate, Near Bank Of Baroda, Brookefield, Bangalore",9.20E+11,12.95743926,77.71462072
Patiala Lassi,"Beverages, Street Food",200," Sanjay Nagar, Bangalore",4.1,138.0,4.2,360.0,https://www.zomato.com/bangalore/patiala-lassi-sanjay-nagar,"Geddalahalli, Near IBP Petrol Bunk, Sanjay Nagar, Bangalore",9.19E+11,13.02918699,77.57873598
Manasa Fishland,"Biryani, Chinese, Beverages, Seafood, Mangalorean",650," Kalyan Nagar, Bangalore",4.1,200.0,4.0,1852.0,https://www.zomato.com/bangalore/manasa-fishland-kalyan-nagar,"80 Feet Road, Subbianaipalya, Opposite Patil Public School, Kalyan Nagar, Bangalore",9.18E+11,13.01445619,77.64270633
Tempteys,"Beverages, Desserts",300," BTM, Bangalore",4.1,199.0,4.1,976.0,https://www.zomato.com/bangalore/tempteys-btm,"26, 7th Main, 15th Cross, Mico Layout, 2nd Stage, BTM, Bangalore",9.17E+11,12.91037232,77.60660782
Shree Thali,North Indian,200," Koramangala 5th Block, Bangalore",4.1,202.0,3.8,263.0,https://www.zomato.com/bangalore/shree-thali-koramangala-5th-block,"203, 17th E Main, Koramangala 5th Block, Bangalore",9.19E+11,12.93653297,77.61988275
Big Mummy,"Fast Food, Healthy Food",400," Indiranagar, Bangalore",4.1,217.0,3.7,1002.0,https://www.zomato.com/bangalore/big-mummy-indiranagar,"106, 18th Main, Off 100 Feet Road, Indiranagar, Bangalore",9.18E+11,12.9625053,77.64334403
Top Ace,"Rolls, Continental, Chinese, Fast Food, Beverages, Street Food",400," Koramangala 5th Block, Bangalore",4.1,288.0,3.9,1.0,https://www.zomato.com/bangalore/top-ace-koramangala-5th-block-bangalore,"74, 2nd Floor, Koramangala 5th Block, Bangalore",9.18E+11,12.93249901,77.61380989
Seafood Place,"Chinese, North Indian, Kerala, Mangalorean, Seafood",900," Indiranagar, Bangalore",4.1,279.0,3.6,1218.0,https://www.zomato.com/bangalore/seafood-place-indiranagar,"4, Subedar Garden, Sri Krishna Temple Road, Indiranagar, Bangalore",9.18E+11,12.97930204,77.64224768
Narmadha's Hyderabad Biriyani,"Biryani, Hyderabadi, Chinese, North Indian",400," BTM, Bangalore",4.1,249.0,3.6,624.0,https://www.zomato.com/bangalore/narmadhas-hyderabad-biriyani-btm,"1/1, 1st Floor, 100 Feet Road, 1st Stage, BTM, Bangalore",9.18E+11,12.9168455,77.6062501
Iceberg Organic Icecreams,"Desserts, Ice Cream",300," Indiranagar, Bangalore",4.1,155.0,3.9,601.0,https://www.zomato.com/bangalore/iceberg-organic-icecreams-indiranagar-bangalore,"241, Ground Floor, Shop 3 & 4, CMH Road, 2nd Stage, Indiranagar, Bangalore",9.18E+11,12.978209,77.63652
D'7 Feast Resto Cafe,"Burger, Pizza, Continental",600," New BEL Road, Bangalore",4.1,153.0,4.0,173.0,https://www.zomato.com/bangalore/d7-feast-resto-cafe-new-bel-road,"3, SR Street, 4th Cross, RMV 2nd Stage, Devsandra, New BEL Road, Bangalore",9.20E+11,13.0344629,77.56831661
Clean Slate Cafe,"Cafe, Continental, Italian, Beverages, Desserts",700," Malleshwaram, Bangalore",4.1,326.0,3.9,75.0,https://www.zomato.com/bangalore/clean-slate-cafe-malleshwaram,"Shop 2, 14th Cross, Malleshwaram, Bangalore",9.16E+11,13.00445288,77.57061224
Nammoora Thindi,South Indian,250," Nagarbhavi, Bangalore",4.1,321.0,4.1,2068.0,https://www.zomato.com/bangalore/nammoora-thindi-nagarbhavi,"94, N.G.E.F Layout, 2nd Stage, 80 Feet Road, Nagarbhavi, Bangalore",9.20E+11,12.96061122,77.5127684
UTSE Kitchen,"Tibetan, Desserts, Beverages",800," Commercial Street, Bangalore",4.1,248.0,3.9,646.0,https://www.zomato.com/bangalore/utse-kitchen-commercial-street-bangalore,"73, Kamaraj Road, Commercial Street, Bangalore",9.18E+11,12.9848603,77.6117513
Koel's Pizzeria,Pizza,500," Hennur, Bangalore",4.1,317.0,3.8,2184.0,https://www.zomato.com/bangalore/koels-pizzeria-hennur,"436/2, Locality &amp Area, Kylasanhalli Main Road, Kothanur City, Hennur, Bangalore",9.18E+11,13.0604289,77.65715372
Amintiri,"Cafe, Bakery, Fast Food, Desserts, Beverages, Salad",900," Church Street, Bangalore",4.0,52.0,3.6,0.0,https://www.zomato.com/bangalore/amintiri-church-street-bangalore,"10, Museum Road, Shanthala Nagar, Church Street, Bangalore",9.18E+11,12.97375084,77.60307904
Bucket Biryani,"Biryani, Kebab",1000," Frazer Town, Bangalore",4.0,313.0,4.4,1105.0,https://www.zomato.com/bangalore/bucket-biryani-frazer-town-bangalore,"61, MM Road, Near SBI ATM, Frazer Town, Bangalore",9.20E+11,13.00026615,77.61779431
Mallika Biryani Centre,Biryani,300," KR Puram, Bangalore",4.0,130.0,3.5,0.0,https://www.zomato.com/bangalore/mallika-biryani-centre-kr-puram-bangalore,"25/4, Kayalasanahalli, Hobli, KR Puram, Bangalore",9.20E+11,13.05594589,77.66352388
Cafe Reset By Luke Coutinho,"Healthy Food, Continental, Italian, Beverages",800," Koramangala 6th Block, Bangalore",4.0,57.0,3.2,13.0,https://www.zomato.com/bangalore/cafe-reset-by-luke-coutinho-1-koramangala-6th-block-bangalore,"Ground Floor, 6th Cross Road, Near Koramangala Club, Koramangala 6th Block, Bangalore",9.16E+11,12.93796184,77.62411397
Amrith Ice Cream,Ice Cream,100," Malleshwaram, Bangalore",4.0,99.0,3.8,0.0,https://www.zomato.com/bangalore/amrith-ice-cream-malleshwaram,"51, 5th Main, 11th Cross Road, Malleshwaram, Bangalore",9.18E+11,12.99943017,77.56545402
Copper Kitchen,"North Indian, Chinese, Chettinad, Andhra, Lebanese",800," HSR, Bangalore",4.0,141.0,3.8,483.0,https://www.zomato.com/bangalore/copper-kitchen-hsr-bangalore,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",9.19E+11,12.91496579,77.63219073
Gopaljee Cafe,"Street Food, North Indian",400," Bellandur, Bangalore",4.0,53.0,4.1,923.0,https://www.zomato.com/bangalore/gopaljee-cafe-bellandur-bangalore,"17/1, Gra Towers, Ground Floor, Bellandur Gate, Amblipura Main Road, Bellandur, Bangalore",9.19E+11,12.92161,77.671918
Hotel Moonlight,"Chinese, North Indian",500," Malleshwaram, Bangalore",4.0,189.0,3.9,0.0,https://www.zomato.com/bangalore/hotel-moonlight-1-malleshwaram,"49/1, 5th Cross, 4th Main, Malleshwaram, Bangalore",9.18E+11,12.99666347,77.568787
Food Kasoot,"Chinese, Rolls, Beverages",500," Marathahalli, Bangalore",4.0,128.0,3.0,27.0,https://www.zomato.com/bangalore/food-kasoot-marathahalli-bangalore,"Shop 1 - 2, 352, Ground Floor, Rear House, Aswath Nagar, Marathahalli, Bangalore",9.19E+11,12.95701712,77.70348184
Raffaele's Ristorante Pizzeria,"Pizza, Italian, Beverages",1000," Koramangala 6th Block, Bangalore",4.0,105.0,4.3,1169.0,https://www.zomato.com/bangalore/raffaeles-ristorante-pizzeria-koramangala-6th-block-bangalore,"Builders NGV Club, National Games Village, Koramangala 6th Block, Bangalore",9.18E+11,12.94184,77.625555
Naati Cafe,"South Indian, Biryani",400," Koramangala 7th Block, Bangalore",4.0,57.0,4.1,370.0,https://www.zomato.com/bangalore/naati-cafe-1-koramangala-7th-block-bangalore,"56, Blue Moon 2-K, 1st Main, Koramangala 7th Block, Bangalore",9.20E+11,12.936198,77.615398
Hungry Bear,"Fast Food, Desserts, Beverages",300," Kumaraswamy Layout, Bangalore",4.0,122.0,3.9,507.0,https://www.zomato.com/bangalore/hungry-bear-kumaraswamy-layout-bangalore,"Near Dayanand Sagar College, 5 Cross Road, Teachers Colony, Kumaraswamy Layout, Bangalore",9.18E+11,12.91123704,77.56698489
Pizzology Pizza,"Fast Food, Beverages, Pizza",450," Electronic City, Bangalore",4.0,112.0,3.6,1043.0,https://www.zomato.com/bangalore/pizzology-pizza-electronic-city-bangalore,"17, Smondo 3, New Town Road, Electronic City, Bangalore",9.20E+11,12.82144096,77.66004715
Candy Cloud Factory,"Desserts, Beverages, Ice Cream, Fast Food",400," Koramangala 5th Block, Bangalore",4.0,220.0,4.2,281.0,https://www.zomato.com/bangalore/candy-cloud-factory-koramangala-5th-block-bangalore,"88, Jyoti Nivas, College Road, Koramangala 5th Block, Bangalore",9.19E+11,12.9336878,77.61557076
The Caffeine Baar,"Cafe, Desserts, Fast Food, Beverages",700," Jayanagar, Bangalore",4.0,95.0,3.9,87.0,https://www.zomato.com/bangalore/the-caffeine-baar-jayanagar-bangalore,"1424/81, Second Floor, 9th Block, Jayanagar, Bangalore",9.20E+11,12.91636512,77.59279646
Cafe Rome,"Cafe, Fast Food, Desserts",400," Sahakara Nagar, Bangalore",4.0,61.0,3.9,51.0,https://www.zomato.com/bangalore/cafe-rome-sahakara-nagar-bangalore,"216/3, Prashanth Paradise, 10th Cross, 14th Main, F Block, Park Road, Sahakara Nagar, Bangalore",9.17E+11,13.060616,77.589577
Kawaii,"Ice Cream, Beverages",300," Indiranagar, Bangalore",4.0,218.0,4.1,300.0,https://www.zomato.com/bangalore/kawaii-indiranagar-bangalore,"463, Shop 1, 9th Main, HAL Second Stage, Indiranagar, Bangalore",9.19E+11,12.97213,77.64225
Dark Mandala Art Cafe,"Cafe, Italian, Mexican, Beverages, Desserts, Fast Food",600," JP Nagar, Bangalore",4.0,194.0,3.9,0.0,https://www.zomato.com/bangalore/dark-mandala-art-cafe-1-jp-nagar-bangalore,"Shop 313, SS Plaza, Outer Ring Road, Phase 5, JP Nagar, Bangalore",9.17E+11,12.90623172,77.59334497
SLV Reddy Military Hotel,"Biryani, South Indian",400," JP Nagar, Bangalore",4.0,60.0,4.0,733.0,https://www.zomato.com/bangalore/slv-reddy-military-hotel-jp-nagar-bangalore,"13, Pavamana Nagar, Gottigere, Royal Lake Front, Phase 1 & 2, Jambusavari Dinne Main Road, JP Nagar, Bangalore",9.19E+11,12.8688773,77.58214172
Dash Of Delite,"North Indian, Chinese",600," Electronic City, Bangalore",4.0,146.0,3.8,39.0,https://www.zomato.com/bangalore/dash-of-delite-electronic-city-bangalore,"2nd Floor, Sai Arcade, 9th Cross Road, Ananth Nagar, Electronic City, Bangalore",9.20E+11,12.8355509,77.693379
Mast Marathi,"Maharashtrian, Street Food, Desserts, Beverages",300," HSR, Bangalore",4.0,126.0,3.8,2071.0,https://www.zomato.com/bangalore/mast-marathi-hsr-bangalore,"Site 1, 18th Main, Sector 3, HSR Layout, Near Sri Shirdi Saibaba Mandir, HSR, Bangalore",9.18E+11,12.91148812,77.64435915
Gabru Bistro & Cafe,"North Indian, Mughlai, Chinese, Kebab, Rolls, Sandwich, Biryani, Beverages",700," New BEL Road, Bangalore",4.0,4.0,3.9,369.0,https://www.zomato.com/bangalore/gabru-bistro-cafe-new-bel-road-bangalore,"66, Ground Floor, AGS Layout, Near Mayuri Circle, New BEL Road, Bangalore",9.19E+11,13.03394822,77.56790161
Mystique Palate Kundalahalli,"Chinese, Tibetan, Fast Food, Italian",550," Brookefield, Bangalore",4.0,50.0,4.1,274.0,https://www.zomato.com/bangalore/mystique-palate-kundalahalli-brookefield-bangalore,"21/22, NPR Enclave, Kundalahalli, 60 Feet Road, Opposite Ushakiran Appartment, Brookefield, Bangalore",9.18E+11,12.95900695,77.71406349
Indian Paratha Company,"North Indian, Rolls",600," International Airport, Bangalore",4.1,5.0,3.9,17.0,https://www.zomato.com/indianparathcompany,"1/2, Guttahalli, Kasaba Hobli, Devanahalli, International Airport, Bangalore",9.20E+11,13.26234611,77.7163323
Rajanna Military Hotel,"Biryani, South Indian",300," Vijay Nagar, Bangalore",4.0,95.0,3.7,0.0,https://www.zomato.com/bangalore/rajanna-military-hotel-1-vijay-nagar-bangalore,"12, Syndicate Bank Colony, 2nd Main Road, Prashant Nagar, Vijay Nagar, Bangalore",9.20E+11,12.98188892,77.53327422
Burnout Cafe,"Cafe, Fast Food, Continental, Beverages",700," Infantry Road, Bangalore",4.0,220.0,3.6,69.0,https://www.zomato.com/bangalore/burnout-cafe-infantry-road-bangalore,"39/40, 3rd & 4th Floor, MS Towers, Lady Curzon Road, Near Infantry Road, Bangalore",9.18E+11,12.97968331,77.6037335
Palmgrove,"North Indian, South Indian, Chinese, Juices",700," Ballal Residency, Residency Road, Bangalore",4.0,276.0,3.8,0.0,https://www.zomato.com/bangalore/palmgrove-residency-road,"74/4, 3 Cross, Residency, Residency Road, Bangalore",9.18E+11,12.97149942,77.60844581
Nourich,"Healthy Food, Chinese, North Indian, Fast Food, Beverages, Mughlai, Continental, Salad",800," JP Nagar, Bangalore",4.0,108.0,3.9,1164.0,https://www.zomato.com/bangalore/nourich-jp-nagar-bangalore,"67, Ground Floor, 3rd E Main Road, 3rd Phase, JP Nagar, Bangalore",9.20E+11,12.90634611,77.5968248
Creamvilla,"Cafe, Desserts, Ice Cream",600," Sarjapur Road, Bangalore",4.0,139.0,3.9,1002.0,https://www.zomato.com/bangalore/creamvilla-sarjapur-road-bangalore,"32/1, SK Arcade, Sarjapur Main Road, Doddakannelli, Sarjapur Road, Bangalore",9.19E+11,12.907486,77.694646
Gowdara Mudde Mane,"South Indian, North Indian, Biryani, Beverages",450," Kanakapura Road, Bangalore",4.0,158.0,3.9,67.0,https://www.zomato.com/bangalore/gowdara-mudde-mane-kanakapura-road,"24, 1st Main, 1st Cross, Manjunath Nagar, Raghuvanahalli, Kanakapura Road, Bangalore",9.20E+11,12.88287054,77.5464556
New Hilal Restaurant,"North Indian, Chinese, Mughlai",500," Shivajinagar, Bangalore",4.0,151.0,4.3,403.0,https://www.zomato.com/bangalore/new-hilal-restaurant-shivajinagar,"11, HKP Road, Shivajinagar, Bangalore",9.18E+11,12.98572475,77.60538105
SLAY Coffee Bar,"Coffee, Beverages",350," HSR, Bangalore",4.0,77.0,4.4,622.0,https://www.zomato.com/bangalore/slay-coffee-bar-hsr-bangalore,"17/N, 18th Cross Road, Sector 3, HSR Layout, HSR, Bangalore",9.20E+11,12.91179194,77.64380403
Scoopy Doo,"Ice Cream, Desserts, Beverages",150," Electronic City, Bangalore",4.0,63.0,4.1,553.0,https://www.zomato.com/bangalore/scoopy-doo-electronic-city-bangalore,"2335/185, Opposite Ajmera Avenue Sho.Com, Neeladri Nagar, 1st Phase, Anekal, Electronic City, Bangalore",9.20E+11,12.84145661,77.64775928
Ferment,"Continental, North Indian, Chinese, Pasta",1000," Banashankari, Bangalore",4.0,288.0,3.7,21.0,https://www.zomato.com/bangalore/ferment-banashankari-bangalore,"309, Outer Ring Road, Kathriguppe 4th Phase, Gururaja Layout, Banashankari, Bangalore",9.20E+11,12.92218066,77.55835421
Baba Chatkora,"North Indian, BBQ, Desserts, Beverages",800," JP Nagar, Bangalore",4.0,311.0,3.8,655.0,https://www.zomato.com/bangalore/baba-chatkora-jp-nagar-bangalore,"1304, Ground Floor, 9th Cross, 20th Main, JP Nagar, Bangalore",9.20E+11,12.91043311,77.58810997
Mudde Madappa Mess,South Indian,150," Majestic, Bangalore",4.0,124.0,3.9,0.0,https://www.zomato.com/bangalore/mudde-madappa-mess-majestic,"3/4, Sagar Complex, Near Tata Consultancy, 5th Main Road, Gandhi Nagar, Majestic, Bangalore",9.20E+11,12.97896782,77.5778636
Friendly Neighbourhood Pizza-Man,"Pizza, Fast Food, Desserts, Beverages",400," JP Nagar, Bangalore",4.0,73.0,4.0,112.0,https://www.zomato.com/bangalore/friendly-neighbourhood-pizza-man-jp-nagar-bangalore,"9, Chandru Complex, Opposite RBI Layout, 18th Main Road, 7th Phase, JP Nagar, Bangalore",9.19E+11,12.89189401,77.5790887
The Lassi Park,"Beverages, Ice Cream",300," Jayanagar, Bangalore",4.0,202.0,4.1,395.0,https://www.zomato.com/bangalore/the-lassi-park-jayanagar-bangalore,"22nd Cross, New Diagonal Road, Opposite N MKRV Womens College, 3rd Block, Jayanagar, Bangalore",9.18E+11,12.93304962,77.58231774
Holy Smoke,"Arabian, Mughlai, Chinese, Fast Food",350," BTM, Bangalore",4.0,96.0,4.2,1296.0,https://www.zomato.com/bangalore/holy-smoke-btm-bangalore,"16, 16th Main, BTM Layout, 2nd Stage, 1st Phase, BTM, Bangalore",9.20E+11,12.91026284,77.60979865
Dose Manjanna,South Indian,100," Jayanagar, Bangalore",4.0,91.0,3.2,0.0,https://www.zomato.com/bangalore/dose-manjanna-jayanagar-bangalore,"50, 12th Main, 4th T Block, KV Layout, Near Sub Register Office, Jayanagar, Bengaluru",9.20E+11,12.92883424,77.58650266
Bekal Restaurant,"Kerala, Mangalorean, Seafood, Beverages, Chinese",700," Jeevan Bhima Nagar, Bangalore",4.0,299.0,3.4,1268.0,https://www.zomato.com/bangalore/bekal-restaurant-jeevan-bhima-nagar-bangalore,"38, 1st Floor, Opposite Indian Oil Petrol Pump, 10th Main, Jeevan Bhima Nagar, Bangalore",9.18E+11,12.96787215,77.65430119
Bengali Fun Foods,"Bengali, North Indian",600," BTM, Bangalore",4.0,267.0,4.0,1400.0,https://www.zomato.com/bangalore/bengali-fun-foods-btm-bangalore,"66, 35th Main, 100 Feet Ring Road, Near Silk Board, BTM 2nd Stage, BTM, Bangalore",9.19E+11,12.91605532,77.61877667
K.G.N Kabbab Corner,"North Indian, Chinese",550," Kalyan Nagar, Bangalore",4.0,120.0,3.6,1.0,https://www.zomato.com/bangalore/k-g-n-kabbab-corner-kalyan-nagar-bangalore,"96/3, HRBR Layout, 2nd Block, 4th Cross, Mariappa Circle, Kalyan Nagar, Bangalore",9.18E+11,13.02258052,77.63757762
Lot Like Crepes & Cafe,"Cafe, Continental, Desserts, Beverages, Fast Food",600," Whitefield, Bangalore",4.0,65.0,3.9,160.0,https://www.zomato.com/bangalore/lot-like-crepes-cafe-whitefield-bangalore,"5 Avalon, 1st Main Road, Whitefield Main Road, Whitefield, Bangalore",9.19E+11,12.98069941,77.75115615
Swadeshi's,"North Indian, Chinese, South Indian",800," Kanakapura Road, Bangalore",4.0,211.0,3.9,1.0,https://www.zomato.com/bangalore/swadeshis-kanakapura-road,"15/4, Thalaghattapura, Near KSITC, Kanakapura Road, Bangalore",9.17E+11,12.86716621,77.5353764
Sri Venkateshwara Sweet Meat Stall,"Mithai, Street Food, Desserts, Beverages",300," Jayanagar, Bangalore",4.0,220.0,3.9,16.0,https://www.zomato.com/bangalore/sri-venkateshwara-sweet-meat-stall-jayanagar,"301A, 9th Main, 4th Block, Jayanagar, Bangalore",9.18E+11,12.92459983,77.58383319
The Mangalorean,"Mangalorean, Seafood, North Indian",550," Kammanahalli, Bangalore",4.0,232.0,3.9,1676.0,https://www.zomato.com/bangalore/the-mangalorean-kammanahalli-bangalore,"21, Ground Floor, Praise the Lord Mansion, Nehru Road, Kammanahalli Circle, Kammanahalli, Bangalore",9.17E+11,13.0145911,77.63517603
Smokey Tribe Restaurant,"North Eastern, Fast Food",700," Koramangala 7th Block, Bangalore",4.0,210.0,4.2,2035.0,https://www.zomato.com/bangalore/smokey-tribe-restaurant-koramangala-7th-block,"61, 1st Main Road, Koramangala 7th Block, Bangalore",9.18E+11,12.93652873,77.61495017
Kaara By The Lake,"Cafe, Italian, Beverages, Desserts",750," Ulsoor, Bangalore",4.0,155.0,4.3,0.0,https://www.zomato.com/bangalore/kaara-by-the-lake-ulsoor-bangalore,"119, Annaswamy Mudaliar Road, Opposite Ulsoor Lake, Ulsoor, Bangalore",9.20E+11,12.98658169,77.61950187
Cafe Natural,"Cafe, South Indian, Fast Food, Beverages, Desserts",400," Sahakara Nagar, Bangalore",4.0,132.0,4.2,126.0,https://www.zomato.com/bangalore/cafe-natural-sahakara-nagar,"2279, Ground Floor, Block C, CQAL Layout, Opposite Kodigehalli Railway Station, Sahakara Nagar, Bangalore",9.20E+11,13.06296775,77.57645409
Eat Repeat,South Indian,150," Basavanagudi, Bangalore",4.0,152.0,4.3,1014.0,https://www.zomato.com/bangalore/eat-repeat-basavanagudi-bangalore,"13, 4th Cross Road, NR Colony, Basavanagudi, Bangalore",9.20E+11,12.93889908,77.56742645
Cafe Arabica,"Cafe, Bakery, Fast Food, Beverages, Arabian, Desserts, Burger, Sandwich",700," Frazer Town, Bangalore",4.0,188.0,3.6,1.0,https://www.zomato.com/bangalore/cafe-arabica-frazer-town,"56, Mosque Road, Frazer Town, Bangalore",9.18E+11,12.99952295,77.61609849
Trapeze,"Fast Food, Continental, American, Italian, Desserts, Beverages, Panini, Pizza",650," Hennur, Bangalore",4.0,132.0,4.0,125.0,https://www.zomato.com/bangalore/trapeze-hennur-bangalore,"117/1, Horamavu Agra Main Road, Hennur, Bangalore",9.20E+11,13.03779392,77.6511915
Kodava Kuisine,South Indian,300," Sahakara Nagar, Bangalore",4.0,42.0,4.0,534.0,https://www.zomato.com/bangalore/kodava-kuisine-sahakara-nagar-bangalore,"82, Ground Floor, Rajiv Gandhi Nagar, Kodigehalli, By A T Arayanapura, NTI LAyout, First Phase, Sahakara Nagar, Bangalore",9.19E+11,13.056046,77.576661
Shree Venkateshwara North Karnataka Hotel,South Indian,250," Basavanagudi, Bangalore",4.0,86.0,4.0,0.0,https://www.zomato.com/bangalore/shree-venkateshwara-north-karnataka-hotel-basavanagudi,"31, Police Station Road, Near Gandhi Bazaar, Basavanagudi, Bangalore",9.18E+11,12.94238431,77.57159024
Lan Thai,Thai,800," New BEL Road, Bangalore",4.0,102.0,3.6,40.0,https://www.zomato.com/bangalore/lan-thai-new-bel-road,"1/B, 3rd Main Road, KGE Layout, RMV 2nd Stage, New BEL Road, Bangalore",9.20E+11,13.02932091,77.57152855
The Belgian Waffle Co.,"Desserts, Beverages",250," HSR, Bangalore",4.0,129.0,4.3,1857.0,https://www.zomato.com/bangalore/the-belgian-waffle-co-hsr-bangalore,"2617, 27th Main, Sector 1, Opposite CPWD Complex, HSR, Bangalore",9.20E+11,12.91371253,77.65171554
Holige Mane,South Indian,100," Malleshwaram, Bangalore",4.0,79.0,3.9,26.0,https://www.zomato.com/bangalore/holige-mane-1-malleshwaram,"34, 3rd Cross, Sampigne Road, Malleshwaram, Bangalore",9.18E+11,12.99559585,77.57151783
